id,filename,category,subcategory,speaker_id,source,source_url,license,license_verified,duration_seconds,sample_rate,channels,bit_depth,original_format,processed_format,preservation_priority,split,notes
MB_CRIT_RADIO_COMMUNICATION_055,radio_communication_055.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.64,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_056,radio_communication_056.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.88,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_057,radio_communication_057.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.07,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_058,radio_communication_058.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.95,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_059,radio_communication_059.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.41,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_060,radio_communication_060.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.44,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_061,radio_communication_061.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_062,radio_communication_062.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.09,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_063,radio_communication_063.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.44,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_064,radio_communication_064.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_065,radio_communication_065.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.40,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_066,radio_communication_066.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_067,radio_communication_067.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.72,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_068,radio_communication_068.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.11,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_069,radio_communication_069.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.66,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_070,radio_communication_070.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.41,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_071,radio_communication_071.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.87,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_072,radio_communication_072.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_073,radio_communication_073.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_074,radio_communication_074.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.79,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_075,radio_communication_075.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_076,radio_communication_076.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_077,radio_communication_077.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.16,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_078,radio_communication_078.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_079,radio_communication_079.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.70,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_080,radio_communication_080.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.09,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_081,radio_communication_081.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.35,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_082,radio_communication_082.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.97,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_083,radio_communication_083.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.02,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_084,radio_communication_084.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.67,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_085,radio_communication_085.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.65,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_086,radio_communication_086.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.00,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_087,radio_communication_087.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.04,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_088,radio_communication_088.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.71,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_089,radio_communication_089.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.79,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_090,radio_communication_090.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_091,radio_communication_091.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.61,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_092,radio_communication_092.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.46,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_093,radio_communication_093.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_094,radio_communication_094.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.21,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_095,radio_communication_095.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.13,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_096,radio_communication_096.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_097,radio_communication_097.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.54,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_098,radio_communication_098.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.79,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_099,radio_communication_099.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.46,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_RADIO_COMMUNICATION_100,radio_communication_100.wav,radio_communication,Critical Radio Communication,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.08,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (radio_communication)
MB_CRIT_ALARMS_001,alarms_001.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.22,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_002,alarms_002.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.65,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_003,alarms_003.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.67,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_004,alarms_004.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.70,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_005,alarms_005.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.99,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_006,alarms_006.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.21,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_007,alarms_007.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.84,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_008,alarms_008.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.27,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_009,alarms_009.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.86,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_010,alarms_010.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.62,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_011,alarms_011.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.73,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_012,alarms_012.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.34,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_013,alarms_013.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.25,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_014,alarms_014.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_015,alarms_015.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.11,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_016,alarms_016.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.04,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_017,alarms_017.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.05,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_018,alarms_018.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.33,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_019,alarms_019.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.09,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_020,alarms_020.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.80,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_021,alarms_021.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.66,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_022,alarms_022.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.64,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_023,alarms_023.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.99,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_024,alarms_024.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_025,alarms_025.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_026,alarms_026.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.18,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_027,alarms_027.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.98,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_028,alarms_028.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.18,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_029,alarms_029.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.55,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_030,alarms_030.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.25,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_031,alarms_031.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
MB_CRIT_ALARMS_032,alarms_032.wav,alarms,Critical Alarms,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.80,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (alarms)
