id,filename,category,subcategory,source,source_url,license,license_verified,duration_seconds,sample_rate,channels,bit_depth,original_format,processed_format,recording_environment,distance_class,intensity_class,synthetic,split,notes
MB_SUPP_HELICOPTER_075,helicopter_075.wav,helicopter,Operational Helicopter,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.92,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_076,helicopter_076.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.08,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_077,helicopter_077.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.35,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_078,helicopter_078.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.05,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_079,helicopter_079.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.92,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_080,helicopter_080.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.10,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_081,helicopter_081.wav,helicopter,Operational Helicopter,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.08,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_082,helicopter_082.wav,helicopter,Operational Helicopter,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_083,helicopter_083.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.46,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_084,helicopter_084.wav,helicopter,Operational Helicopter,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.49,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_085,helicopter_085.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.89,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_086,helicopter_086.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.04,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_087,helicopter_087.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.67,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_088,helicopter_088.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_089,helicopter_089.wav,helicopter,Operational Helicopter,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.61,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_090,helicopter_090.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.82,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_091,helicopter_091.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.68,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_092,helicopter_092.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.39,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_093,helicopter_093.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.35,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_094,helicopter_094.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.18,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_095,helicopter_095.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.09,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_096,helicopter_096.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.64,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_097,helicopter_097.wav,helicopter,Operational Helicopter,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.24,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_098,helicopter_098.wav,helicopter,Operational Helicopter,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.40,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_099,helicopter_099.wav,helicopter,Operational Helicopter,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.43,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (helicopter)
MB_SUPP_HELICOPTER_100,helicopter_100.wav,helicopter,Operational Helicopter,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.34,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (helicopter)
MB_SUPP_HEAVY_ENGINE_001,heavy_engine_001.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.43,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_002,heavy_engine_002.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_003,heavy_engine_003.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.82,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_004,heavy_engine_004.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.97,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_005,heavy_engine_005.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.53,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_006,heavy_engine_006.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.32,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_007,heavy_engine_007.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.11,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_008,heavy_engine_008.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.98,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_009,heavy_engine_009.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.65,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_010,heavy_engine_010.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_011,heavy_engine_011.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.65,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_012,heavy_engine_012.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.32,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_013,heavy_engine_013.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.88,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_014,heavy_engine_014.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.93,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_015,heavy_engine_015.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.61,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_016,heavy_engine_016.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.12,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_017,heavy_engine_017.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.29,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_018,heavy_engine_018.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.64,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_019,heavy_engine_019.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.97,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_020,heavy_engine_020.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_021,heavy_engine_021.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.18,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_022,heavy_engine_022.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.83,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_023,heavy_engine_023.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_024,heavy_engine_024.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.69,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_025,heavy_engine_025.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.93,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_026,heavy_engine_026.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_027,heavy_engine_027.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.05,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_028,heavy_engine_028.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.53,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_029,heavy_engine_029.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.37,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_030,heavy_engine_030.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.70,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_031,heavy_engine_031.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.62,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_032,heavy_engine_032.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.46,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_033,heavy_engine_033.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.67,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_034,heavy_engine_034.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_035,heavy_engine_035.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.96,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_036,heavy_engine_036.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_037,heavy_engine_037.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_038,heavy_engine_038.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.97,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_039,heavy_engine_039.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.32,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_040,heavy_engine_040.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.72,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_041,heavy_engine_041.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.67,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_042,heavy_engine_042.wav,heavy_engine,Operational Heavy Engine,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.44,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_043,heavy_engine_043.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.20,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_044,heavy_engine_044.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.93,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_045,heavy_engine_045.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_046,heavy_engine_046.wav,heavy_engine,Operational Heavy Engine,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.68,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_047,heavy_engine_047.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.54,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_048,heavy_engine_048.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.04,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,validation,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_049,heavy_engine_049.wav,heavy_engine,Operational Heavy Engine,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.70,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,test,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_050,heavy_engine_050.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.87,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
MB_SUPP_HEAVY_ENGINE_051,heavy_engine_051.wav,heavy_engine,Operational Heavy Engine,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.71,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,high,false,train,High-fidelity operational noise asset (heavy_engine)
